ibge_id;ano;dependencia_id;localizacao_id;serie_id;matriculas;aprovados;reprovados;abandonos
11;2023;0;0;10;;89,1;6,5;4,4
11;2023;0;1;10;;89,1;6,6;4,3
11;2023;0;2;10;;89,4;5,4;5,2
11;2023;1;0;10;;93,8;5,9;0,3
11;2023;1;1;10;;94,2;5,6;0,2
11;2023;1;2;10;;92,7;6,8;0,5
11;2023;2;0;10;;88,5;6,5;5
11;2023;2;1;10;;88,6;6,6;4,8
11;2023;2;2;10;;86,1;5,4;8,5
11;2023;3;0;10;;;;
11;2023;3;1;10;;;;
11;2023;3;2;10;;;;
11;2023;4;0;10;;92,8;6,7;0,5
11;2023;4;1;10;;92,5;7,3;0,2
11;2023;4;2;10;;94,5;3,6;1,9
11;2023;5;0;10;;88,8;6,5;4,7
11;2023;5;1;10;;88,9;6,5;4,6
11;2023;5;2;10;;88,1;5,8;6,1
12;2023;0;0;10;;83,1;9,8;7,1
12;2023;0;1;10;;83,9;11,7;4,4
12;2023;0;2;10;;80,4;3,7;15,9
12;2023;1;0;10;;92,3;5,8;1,9
12;2023;1;1;10;;90,1;7,5;2,4
12;2023;1;2;10;;98,5;1;0,5
12;2023;2;0;10;;81,7;10,5;7,8
12;2023;2;1;10;;82,5;12,7;4,8
12;2023;2;2;10;;79,3;3,8;16,9
12;2023;3;0;10;;;;
12;2023;3;1;10;;;;
12;2023;3;2;10;;;;
12;2023;4;0;10;;97;2,2;0,8
12;2023;4;1;10;;97;2,2;0,8
12;2023;5;0;10;;82,3;10,2;7,5
12;2023;5;1;10;;83;12,4;4,6
12;2023;5;2;10;;80,4;3,7;15,9
13;2023;0;0;10;;87,2;7,8;5
13;2023;0;1;10;;87,2;8,4;4,4
13;2023;0;2;10;;87,4;5,3;7,3
13;2023;1;0;10;;88,3;10,9;0,8
13;2023;1;1;10;;87,7;11,4;0,9
13;2023;1;2;10;;92,9;6,8;0,3
13;2023;2;0;10;;86,7;7,9;5,4
13;2023;2;1;10;;86,6;8,5;4,9
13;2023;2;2;10;;87,2;5,2;7,6
13;2023;3;0;10;;;;
13;2023;3;1;10;;;;
13;2023;3;2;10;;;;
13;2023;4;0;10;;96,3;3,5;0,2
13;2023;4;1;10;;96,2;3,6;0,2
13;2023;4;2;10;;100;0;0
13;2023;5;0;10;;86,8;8;5,2
13;2023;5;1;10;;86,7;8,6;4,7
13;2023;5;2;10;;87,3;5,3;7,4
14;2023;0;0;10;;83,4;11;5,6
14;2023;0;1;10;;82,5;13,1;4,4
14;2023;0;2;10;;86,2;4,5;9,3
14;2023;1;0;10;;88,7;6,3;5
14;2023;1;1;10;;86,9;6,9;6,2
14;2023;1;2;10;;92,6;4,8;2,6
14;2023;2;0;10;;82,4;11,7;5,9
14;2023;2;1;10;;81,4;14;4,6
14;2023;2;2;10;;85,6;4,5;9,9
14;2023;3;0;10;;;;
14;2023;3;1;10;;;;
14;2023;3;2;10;;;;
14;2023;4;0;10;;94,7;5,3;0
14;2023;4;1;10;;94,6;5,4;0
14;2023;4;2;10;;100;0;0
14;2023;5;0;10;;82,8;11,3;5,9
14;2023;5;1;10;;81,7;13,6;4,7
14;2023;5;2;10;;86,2;4,5;9,3
15;2023;0;0;10;;99,4;0,4;0,2
15;2023;0;1;10;;99,4;0,5;0,1
15;2023;0;2;10;;99,7;0,1;0,2
15;2023;1;0;10;;88;9,5;2,5
15;2023;1;1;10;;87,9;9,9;2,2
15;2023;1;2;10;;89,9;2,5;7,6
15;2023;2;0;10;;100;0;0
15;2023;2;1;10;;100;0;0
15;2023;2;2;10;;100;0;0
15;2023;3;0;10;;100;0;0
15;2023;3;1;10;;100;0;0
15;2023;3;2;10;;;;
15;2023;4;0;10;;97,2;2,1;0,7
15;2023;4;1;10;;97,7;2,1;0,2
15;2023;4;2;10;;84,9;1,8;13,3
15;2023;5;0;10;;99,6;0,3;0,1
15;2023;5;1;10;;99,6;0,3;0,1
15;2023;5;2;10;;99,9;0;0,1
16;2023;0;0;10;;82,2;11,9;5,9
16;2023;0;1;10;;83,1;12,1;4,8
16;2023;0;2;10;;76,9;10,9;12,2
16;2023;1;0;10;;95,9;3,9;0,2
16;2023;1;1;10;;95,9;3,9;0,2
16;2023;2;0;10;;80,3;13,2;6,5
16;2023;2;1;10;;80,9;13,6;5,5
16;2023;2;2;10;;76,9;11,2;11,9
16;2023;3;0;10;;;;
16;2023;3;1;10;;;;
16;2023;3;2;10;;;;
16;2023;4;0;10;;97,1;1,2;1,7
16;2023;4;1;10;;99,2;0,8;0
16;2023;4;2;10;;75,6;5,8;18,6
16;2023;5;0;10;;80,9;12,8;6,3
16;2023;5;1;10;;81,7;13,1;5,2
16;2023;5;2;10;;76,9;11,2;11,9
17;2023;0;0;10;;92,3;5,1;2,6
17;2023;0;1;10;;92,6;4,9;2,5
17;2023;0;2;10;;89,2;7,4;3,4
17;2023;1;0;10;;87,7;12;0,3
17;2023;1;1;10;;88,9;10,7;0,4
17;2023;1;2;10;;84,3;15,4;0,3
17;2023;2;0;10;;92,3;4,8;2,9
17;2023;2;1;10;;92,5;4,7;2,8
17;2023;2;2;10;;90,2;5,8;4
17;2023;3;0;10;;;;
17;2023;3;1;10;;;;
17;2023;3;2;10;;;;
17;2023;4;0;10;;95,2;4,7;0,1
17;2023;4;1;10;;95,5;4,4;0,1
17;2023;4;2;10;;89,3;10,7;0
17;2023;5;0;10;;92,1;5,2;2,7
17;2023;5;1;10;;92,4;4,9;2,7
17;2023;5;2;10;;89,2;7,3;3,5
21;2023;0;0;10;;90,7;5,3;4
21;2023;0;1;10;;91,2;5,2;3,6
21;2023;0;2;10;;88;5,8;6,2
21;2023;1;0;10;;89,3;9,4;1,3
21;2023;1;1;10;;90,5;8,2;1,3
21;2023;1;2;10;;85,7;13,1;1,2
21;2023;2;0;10;;90,3;5,3;4,4
21;2023;2;1;10;;90,8;5,2;4
21;2023;2;2;10;;87,5;5,9;6,6
21;2023;3;0;10;;98,7;0,2;1,1
21;2023;3;1;10;;97,9;0,5;1,6
21;2023;3;2;10;;99,1;0;0,9
21;2023;4;0;10;;94,8;3,1;2,1
21;2023;4;1;10;;96,7;3,1;0,2
21;2023;4;2;10;;79,1;3,2;17,7
21;2023;5;0;10;;90,4;5,4;4,2
21;2023;5;1;10;;90,9;5,3;3,8
21;2023;5;2;10;;88,4;5,9;5,7
22;2023;0;0;10;;94,6;2,3;3,1
22;2023;0;1;10;;94,6;2,4;3
22;2023;0;2;10;;94,5;1,1;4,4
22;2023;1;0;10;;90,2;7,5;2,3
22;2023;1;1;10;;88,6;9,4;2
22;2023;1;2;10;;94,9;2;3,1
22;2023;2;0;10;;94,8;1,8;3,4
22;2023;2;1;10;;94,8;1,9;3,3
22;2023;2;2;10;;94,4;0,9;4,7
22;2023;3;0;10;;;;
22;2023;3;1;10;;;;
22;2023;3;2;10;;;;
22;2023;4;0;10;;95,1;4,6;0,3
22;2023;4;1;10;;95,1;4,7;0,2
22;2023;4;2;10;;100;0;0
22;2023;5;0;10;;94,6;2;3,4
22;2023;5;1;10;;94,6;2,1;3,3
22;2023;5;2;10;;94,5;1,1;4,4
23;2023;0;0;10;;96;1,4;2,6
23;2023;0;1;10;;96;1,4;2,6
23;2023;0;2;10;;96,9;0,9;2,2
23;2023;1;0;10;;83,2;15,2;1,6
23;2023;1;1;10;;84,1;14,1;1,8
23;2023;1;2;10;;74,4;25,6;0
23;2023;2;0;10;;96,2;1;2,8
23;2023;2;1;10;;96,1;1,1;2,8
23;2023;2;2;10;;97,4;0,4;2,2
23;2023;3;0;10;;;;
23;2023;3;1;10;;;;
23;2023;3;2;10;;;;
23;2023;4;0;10;;97,1;2,7;0,2
23;2023;4;1;10;;97,1;2,7;0,2
23;2023;4;2;10;;92,6;0;7,4
23;2023;5;0;10;;95,9;1,3;2,8
23;2023;5;1;10;;95,9;1,3;2,8
23;2023;5;2;10;;96,9;0,9;2,2
24;2023;0;0;10;;72,3;17,4;10,3
24;2023;0;1;10;;72,2;17,6;10,2
24;2023;0;2;10;;74,7;11,5;13,8
24;2023;1;0;10;;86,4;13;0,6
24;2023;1;1;10;;86,2;13,2;0,6
24;2023;1;2;10;;88,8;10,9;0,3
24;2023;2;0;10;;67,9;19,6;12,5
24;2023;2;1;10;;67,7;19,9;12,4
24;2023;2;2;10;;71,5;11,8;16,7
24;2023;3;0;10;;;;
24;2023;3;1;10;;;;
24;2023;3;2;10;;;;
24;2023;4;0;10;;95,9;3,7;0,4
24;2023;4;1;10;;95,9;3,8;0,3
24;2023;4;2;10;;100;0;0
24;2023;5;0;10;;69,3;19,1;11,6
24;2023;5;1;10;;69,1;19,4;11,5
24;2023;5;2;10;;74,4;11,7;13,9
25;2023;0;0;10;;82,2;10,6;7,2
25;2023;0;1;10;;82,4;10,4;7,2
25;2023;0;2;10;;78,1;14,5;7,4
25;2023;1;0;10;;90,9;8,4;0,7
25;2023;1;1;10;;91;8,5;0,5
25;2023;1;2;10;;88,7;6,2;5,1
25;2023;2;0;10;;79,4;11,9;8,7
25;2023;2;1;10;;79,5;11,7;8,8
25;2023;2;2;10;;77,5;14,9;7,6
25;2023;3;0;10;;71,2;19,2;9,6
25;2023;3;1;10;;63,6;25,5;10,9
25;2023;3;2;10;;94,4;0;5,6
25;2023;4;0;10;;96,8;3;0,2
25;2023;4;1;10;;96,8;3;0,2
25;2023;4;2;10;;;;
25;2023;5;0;10;;80,1;11,7;8,2
25;2023;5;1;10;;80,2;11,5;8,3
25;2023;5;2;10;;78,1;14,5;7,4
26;2023;0;0;10;;93;5,7;1,3
26;2023;0;1;10;;93,3;5,5;1,2
26;2023;0;2;10;;88,3;8,4;3,3
26;2023;1;0;10;;85,7;12;2,3
26;2023;1;1;10;;86,4;11;2,6
26;2023;1;2;10;;82,9;15,7;1,4
26;2023;2;0;10;;92,8;5,8;1,4
26;2023;2;1;10;;93,1;5,7;1,2
26;2023;2;2;10;;88,8;7,9;3,3
26;2023;3;0;10;;82,1;6;11,9
26;2023;3;1;10;;;;
26;2023;3;2;10;;82,1;6;11,9
26;2023;4;0;10;;96,1;3,6;0,3
26;2023;4;1;10;;96,2;3,5;0,3
26;2023;4;2;10;;83,5;16,5;0
26;2023;5;0;10;;92,6;6;1,4
26;2023;5;1;10;;93;5,8;1,2
26;2023;5;2;10;;88,3;8,3;3,4
27;2023;0;0;10;;91,7;4,8;3,5
27;2023;0;1;10;;91,7;4,9;3,4
27;2023;0;2;10;;92,4;3,6;4
27;2023;1;0;10;;87,3;10,2;2,5
27;2023;1;1;10;;87,3;10,2;2,5
27;2023;2;0;10;;91,4;4,6;4
27;2023;2;1;10;;91,4;4,7;3,9
27;2023;2;2;10;;92,3;3,6;4,1
27;2023;3;0;10;;;;
27;2023;3;1;10;;;;
27;2023;3;2;10;;;;
27;2023;4;0;10;;95,7;3,8;0,5
27;2023;4;1;10;;95,7;3,9;0,4
27;2023;4;2;10;;100;0;0
27;2023;5;0;10;;91,2;5;3,8
27;2023;5;1;10;;91,1;5,1;3,8
27;2023;5;2;10;;92,3;3,6;4,1
28;2023;0;0;10;;84,7;12,2;3,1
28;2023;0;1;10;;84,6;12,2;3,2
28;2023;0;2;10;;87,4;10,7;1,9
28;2023;1;0;10;;74,2;22,8;3
28;2023;1;1;10;;68,8;27,6;3,6
28;2023;1;2;10;;84,1;14;1,9
28;2023;2;0;10;;83,3;13,2;3,5
28;2023;2;1;10;;83;13,4;3,6
28;2023;2;2;10;;88;10,1;1,9
28;2023;3;0;10;;;;
28;2023;3;1;10;;;;
28;2023;3;2;10;;;;
28;2023;4;0;10;;96,8;2,9;0,3
28;2023;4;1;10;;96,8;2,9;0,3
28;2023;4;2;10;;;;
28;2023;5;0;10;;83;13,5;3,5
28;2023;5;1;10;;82,7;13,7;3,6
28;2023;5;2;10;;87,4;10,7;1,9
29;2023;0;0;10;;94,2;3,1;2,7
29;2023;0;1;10;;94,2;3,1;2,7
29;2023;0;2;10;;94,1;3,1;2,8
29;2023;1;0;10;;84,5;13,8;1,7
29;2023;1;1;10;;83,4;14,6;2
29;2023;1;2;10;;91;8,6;0,4
29;2023;2;0;10;;94,5;2,6;2,9
29;2023;2;1;10;;94,5;2,6;2,9
29;2023;2;2;10;;94,8;2,4;2,8
29;2023;3;0;10;;77,2;9,6;13,2
29;2023;3;1;10;;71,2;10,7;18,1
29;2023;3;2;10;;82,2;8,8;9
29;2023;4;0;10;;95,3;4,3;0,4
29;2023;4;1;10;;95,4;4,2;0,4
29;2023;4;2;10;;93,1;4,7;2,2
29;2023;5;0;10;;94,1;3;2,9
29;2023;5;1;10;;94,1;3;2,9
29;2023;5;2;10;;94,2;3;2,8
31;2023;0;0;10;;84,1;10,1;5,8
31;2023;0;1;10;;83,9;10,2;5,9
31;2023;0;2;10;;90,6;6,4;3
31;2023;1;0;10;;86,3;13;0,7
31;2023;1;1;10;;85,7;13,4;0,9
31;2023;1;2;10;;88,4;11,5;0,1
31;2023;2;0;10;;82,6;10,6;6,8
31;2023;2;1;10;;82,5;10,7;6,8
31;2023;2;2;10;;91,1;4,6;4,3
31;2023;3;0;10;;89,4;9,5;1,1
31;2023;3;1;10;;89,2;9,7;1,1
31;2023;3;2;10;;96,4;1,8;1,8
31;2023;4;0;10;;95,1;4,7;0,2
31;2023;4;1;10;;95,1;4,7;0,2
31;2023;4;2;10;;93,5;3,2;3,3
31;2023;5;0;10;;82,8;10,7;6,5
31;2023;5;1;10;;82,6;10,8;6,6
31;2023;5;2;10;;90,3;6,8;2,9
32;2023;0;0;10;;93,7;4,3;2
32;2023;0;1;10;;93,7;4,1;2,2
32;2023;0;2;10;;92,5;6,8;0,7
32;2023;1;0;10;;89,1;10;0,9
32;2023;1;1;10;;89,7;9,5;0,8
32;2023;1;2;10;;87,6;11,5;0,9
32;2023;2;0;10;;93,7;3,9;2,4
32;2023;2;1;10;;93,6;3,9;2,5
32;2023;2;2;10;;95,8;4,1;0,1
32;2023;3;0;10;;;;
32;2023;3;1;10;;;;
32;2023;3;2;10;;;;
32;2023;4;0;10;;96,3;3,5;0,2
32;2023;4;1;10;;96,5;3,4;0,1
32;2023;4;2;10;;93,9;4,9;1,2
32;2023;5;0;10;;93,3;4,4;2,3
32;2023;5;1;10;;93,4;4,2;2,4
32;2023;5;2;10;;92,1;7,4;0,5
33;2023;0;0;10;;78,4;17,1;4,5
33;2023;0;1;10;;78,2;17,1;4,7
33;2023;0;2;10;;81,9;14,4;3,7
33;2023;1;0;10;;81,3;16,4;2,3
33;2023;1;1;10;;81,6;16,1;2,3
33;2023;1;2;10;;76,3;21,6;2,1
33;2023;2;0;10;;74,3;19,9;5,8
33;2023;2;1;10;;74;20,1;5,9
33;2023;2;2;10;;81,6;14,5;3,9
33;2023;3;0;10;;80,2;15,2;4,6
33;2023;3;1;10;;80,2;15,2;4,6
33;2023;3;2;10;;;;
33;2023;4;0;10;;93,9;5,9;0,2
33;2023;4;1;10;;93,8;5,9;0,3
33;2023;4;2;10;;95,5;4,5;0
33;2023;5;0;10;;74,6;19,8;5,6
33;2023;5;1;10;;74,3;20;5,7
33;2023;5;2;10;;81,3;14,8;3,9
35;2023;0;0;10;;91,8;5,4;2,8
35;2023;0;1;10;;91,7;5,4;2,9
35;2023;0;2;10;;96,4;2;1,6
35;2023;1;0;10;;93,2;6,4;0,4
35;2023;1;1;10;;93,2;6,4;0,4
35;2023;2;0;10;;90,6;5,9;3,5
35;2023;2;1;10;;90,5;6;3,5
35;2023;2;2;10;;96,3;1,9;1,8
35;2023;3;0;10;;96,1;2,9;1
35;2023;3;1;10;;96,2;2,9;0,9
35;2023;3;2;10;;92,5;3,8;3,7
35;2023;4;0;10;;97,3;2,7;0
35;2023;4;1;10;;97,3;2,7;0
35;2023;4;2;10;;97,2;2,7;0,1
35;2023;5;0;10;;90,7;5,9;3,4
35;2023;5;1;10;;90,6;5,9;3,5
35;2023;5;2;10;;96,3;1,9;1,8
41;2023;0;0;10;;94,8;4,6;0,6
41;2023;0;1;10;;94,7;4,7;0,6
41;2023;0;2;10;;96,3;3;0,7
41;2023;1;0;10;;92,8;6,6;0,6
41;2023;1;1;10;;92,6;6,8;0,6
41;2023;1;2;10;;99;1;0
41;2023;2;0;10;;94,5;4,8;0,7
41;2023;2;1;10;;94,4;4,9;0,7
41;2023;2;2;10;;96,4;2,9;0,7
41;2023;3;0;10;;;;
41;2023;3;1;10;;;;
41;2023;3;2;10;;;;
41;2023;4;0;10;;96,6;3,2;0,2
41;2023;4;1;10;;96,7;3,2;0,1
41;2023;4;2;10;;90,2;8,9;0,9
41;2023;5;0;10;;94,4;4,8;0,8
41;2023;5;1;10;;94,3;4,9;0,8
41;2023;5;2;10;;96,5;2,8;0,7
42;2023;0;0;10;;77,3;18,3;4,4
42;2023;0;1;10;;77,1;18,5;4,4
42;2023;0;2;10;;85,9;11,9;2,2
42;2023;1;0;10;;88,4;9,6;2
42;2023;1;1;10;;88,4;9,4;2,2
42;2023;1;2;10;;87,6;11,8;0,6
42;2023;2;0;10;;73,9;21;5,1
42;2023;2;1;10;;73,6;21,2;5,2
42;2023;2;2;10;;84,5;12,9;2,6
42;2023;3;0;10;;95,4;3,1;1,5
42;2023;3;1;10;;94,7;4;1,3
42;2023;3;2;10;;96,4;1,8;1,8
42;2023;4;0;10;;95,9;3,9;0,2
42;2023;4;1;10;;95,9;3,9;0,2
42;2023;4;2;10;;95,3;4,7;0
42;2023;5;0;10;;74,6;20,4;5
42;2023;5;1;10;;74,3;20,7;5
42;2023;5;2;10;;85,1;12,5;2,4
43;2023;0;0;10;;77,1;14,5;8,4
43;2023;0;1;10;;77;14,6;8,4
43;2023;0;2;10;;79,6;13,1;7,3
43;2023;1;0;10;;85,4;12,9;1,7
43;2023;1;1;10;;84,9;13,4;1,7
43;2023;1;2;10;;87,1;10,9;2
43;2023;2;0;10;;74,4;15,8;9,8
43;2023;2;1;10;;74,3;15,8;9,9
43;2023;2;2;10;;75,7;14,5;9,8
43;2023;3;0;10;;65,9;22;12,1
43;2023;3;1;10;;63,2;23,7;13,1
43;2023;3;2;10;;83,6;11,2;5,2
43;2023;4;0;10;;94,8;5,1;0,1
43;2023;4;1;10;;94,8;5,1;0,1
43;2023;4;2;10;;96,6;3,4;0
43;2023;5;0;10;;74,9;15,7;9,4
43;2023;5;1;10;;74,7;15,8;9,5
43;2023;5;2;10;;78,8;13,5;7,7
50;2023;0;0;10;;86,4;10,5;3,1
50;2023;0;1;10;;86,8;10,2;3
50;2023;0;2;10;;81,6;14,1;4,3
50;2023;1;0;10;;96,6;2,3;1,1
50;2023;1;1;10;;97,3;1,8;0,9
50;2023;1;2;10;;90,1;7,9;2
50;2023;2;0;10;;84,7;11,7;3,6
50;2023;2;1;10;;85,1;11,4;3,5
50;2023;2;2;10;;80,6;14,7;4,7
50;2023;3;0;10;;73,6;26,4;0
50;2023;3;1;10;;;;
50;2023;3;2;10;;73,6;26,4;0
50;2023;4;0;10;;96,1;3,9;0
50;2023;4;1;10;;96,3;3,7;0
50;2023;4;2;10;;91,7;7,6;0,7
50;2023;5;0;10;;85,3;11,2;3,5
50;2023;5;1;10;;85,6;11;3,4
50;2023;5;2;10;;81;14,5;4,5
51;2023;0;0;10;;95,2;2,2;2,6
51;2023;0;1;10;;95,1;2,2;2,7
51;2023;0;2;10;;96,1;2,8;1,1
51;2023;1;0;10;;90,6;8,8;0,6
51;2023;1;1;10;;91,4;7,8;0,8
51;2023;1;2;10;;88,3;11,6;0,1
51;2023;2;0;10;;95,2;1,7;3,1
51;2023;2;1;10;;95;1,8;3,2
51;2023;2;2;10;;97,8;0,9;1,3
51;2023;3;0;10;;;;
51;2023;3;1;10;;;;
51;2023;3;2;10;;;;
51;2023;4;0;10;;97,3;2,5;0,2
51;2023;4;1;10;;97,3;2,5;0,2
51;2023;4;2;10;;;;
51;2023;5;0;10;;95;2,2;2,8
51;2023;5;1;10;;94,8;2,1;3,1
51;2023;5;2;10;;96,1;2,8;1,1
52;2023;0;0;10;;97,1;2,1;0,8
52;2023;0;1;10;;97,2;2,1;0,7
52;2023;0;2;10;;93,5;5,2;1,3
52;2023;1;0;10;;79,7;18,6;1,7
52;2023;1;1;10;;79,5;19,4;1,1
52;2023;1;2;10;;80,3;16,4;3,3
52;2023;2;0;10;;97,8;1,4;0,8
52;2023;2;1;10;;97,8;1,4;0,8
52;2023;2;2;10;;99,3;0,2;0,5
52;2023;3;0;10;;91,7;6,2;2,1
52;2023;3;1;10;;91,2;6,5;2,3
52;2023;3;2;10;;96;4;0
52;2023;4;0;10;;96,8;3;0,2
52;2023;4;1;10;;96,8;3;0,2
52;2023;4;2;10;;97,4;2,2;0,4
52;2023;5;0;10;;97,2;2;0,8
52;2023;5;1;10;;97,3;1,9;0,8
52;2023;5;2;10;;93,1;5,5;1,4
53;2023;0;0;10;;87,8;9,1;3,1
53;2023;0;1;10;;87,7;9,2;3,1
53;2023;0;2;10;;91,1;7,1;1,8
53;2023;1;0;10;;84,8;12;3,2
53;2023;1;1;10;;84,4;12,1;3,5
53;2023;1;2;10;;85,8;11,8;2,4
53;2023;2;0;10;;85,7;10,4;3,9
